Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Family_Communication,Weekend_Usage_Hours,Addiction_Level
3.0,4.8,68,7,2.3,3,8,5,0,0.2,51,8,2.1,1.8,0.3,2,5.9,7.1
5.8,4.8,98,7,1.5,6,8,6,1,0.3,28,20,1.0,1.4,1.3,1,3.3,10.0
5.4,7.2,67,1,0.0,7,5,4,0,0.3,96,12,3.1,2.2,1.2,2,3.3,10.0
3.0,6.2,73,8,0.0,1,9,9,1,0.7,142,5,1.8,1.5,0.9,10,7.9,7.0
8.1,5.1,68,5,1.1,6,8,3,1,0.0,101,14,4.5,0.0,0.0,4,6.0,10.0
8.6,6.6,63,7,1.7,3,6,9,1,1.0,91,20,3.3,0.0,0.8,3,6.3,10.0
5.0,6.8,54,6,1.5,6,1,7,1,1.2,50,5,3.5,1.8,1.4,10,8.7,8.9
5.3,9.1,96,6,2.0,8,1,8,1,0.8,64,12,1.7,1.3,0.2,6,7.0,7.4
4.3,9.2,68,9,0.4,8,9,6,1,1.0,96,16,1.5,1.8,1.7,4,4.3,8.1
5.5,3.0,66,6,0.7,3,5,1,1,0.9,29,13,2.9,0.5,1.5,9,4.6,10.0
4.2,5.6,99,5,0.5,5,5,6,0,0.9,98,11,1.9,1.6,0.6,10,6.5,9.1
7.8,5.2,93,8,0.5,7,10,10,1,1.0,146,13,3.3,4.0,1.2,10,4.1,10.0
6.4,7.4,51,5,1.1,3,5,1,0,0.6,100,18,1.7,1.2,2.4,10,9.3,10.0
4.3,5.9,61,9,0.0,3,2,2,0,1.8,28,15,2.1,0.0,1.9,5,3.4,7.0
2.2,7.4,76,4,1.1,3,5,4,1,1.5,118,14,3.4,0.8,0.0,2,7.4,7.9
2.7,3.8,96,2,1.6,2,4,6,0,1.9,57,14,3.0,2.7,1.4,10,6.9,10.0
1.7,7.7,96,4,2.4,5,1,7,1,0.6,28,12,2.6,1.7,0.2,8,6.4,5.1
1.8,5.5,94,10,1.7,6,8,8,1,1.4,108,16,1.8,0.7,1.0,2,7.5,6.9
5.5,7.0,57,5,1.5,10,9,1,0,0.0,27,17,2.4,0.0,1.4,1,7.2,8.3
7.8,8.6,54,4,1.3,7,3,4,0,1.8,46,18,1.0,2.5,0.5,8,7.5,10.0
4.8,3.7,97,5,0.4,7,8,4,1,1.5,23,7,1.1,1.4,0.9,6,5.3,7.3
4.7,7.5,58,8,1.6,10,10,1,0,1.2,138,11,4.0,2.3,1.0,6,10.9,10.0
9.5,6.9,79,10,0.3,8,9,8,1,1.9,137,20,2.9,2.7,0.2,5,6.6,10.0
5.0,8.3,63,3,0.0,6,2,5,1,1.2,139,9,1.3,0.5,0.0,8,3.8,7.2
3.6,7.5,94,9,0.0,3,10,5,1,0.8,24,18,1.7,2.2,0.5,4,5.9,7.8
5.1,8.1,88,5,1.6,5,2,10,0,0.7,22,7,3.6,3.7,1.1,1,7.0,10.0
3.9,6.8,68,9,0.7,8,5,6,1,1.4,75,6,2.5,0.5,1.5,6,6.0,6.2
4.4,7.9,94,2,1.4,7,6,3,1,0.5,125,19,1.8,2.1,0.0,10,7.5,10.0
4.4,10.0,78,9,2.3,8,3,4,1,0.2,114,12,3.2,2.1,0.3,9,6.0,9.4
5.3,9.1,58,10,0.9,5,5,9,1,1.2,83,16,2.0,1.5,0.9,5,3.1,9.1
4.8,5.4,64,4,2.5,2,3,6,1,0.7,146,9,1.8,0.1,0.8,9,7.8,8.7
6.9,6.4,81,9,2.6,3,6,8,0,1.3,33,9,2.7,2.0,0.0,1,7.1,10.0
9.1,8.5,53,1,1.1,10,9,10,1,1.7,78,13,1.5,2.0,1.2,8,6.3,10.0
2.6,5.7,95,5,0.1,8,7,3,1,1.8,75,9,3.3,0.2,0.9,7,5.1,6.5
8.1,6.1,60,0,0.1,10,10,10,1,0.7,23,16,3.5,0.1,0.9,1,6.5,10.0
8.7,8.8,59,7,0.7,10,10,3,1,0.9,102,9,4.0,1.7,0.0,2,8.5,10.0
6.3,7.3,72,0,2.2,5,6,3,0,1.1,49,20,2.3,1.6,0.2,9,6.1,10.0
3.1,7.7,68,4,1.2,5,7,10,0,1.1,124,7,3.0,0.9,0.8,6,7.3,7.0
8.9,6.3,95,8,1.8,1,7,1,1,0.6,148,7,2.3,0.0,1.0,10,9.6,10.0
2.7,4.3,71,10,0.3,5,1,10,1,1.1,92,19,2.8,2.7,0.0,5,0.0,10.0
4.6,5.8,57,5,1.3,1,1,8,1,1.3,96,12,2.5,0.0,1.0,4,5.4,8.5
5.2,8.0,80,2,1.6,3,4,8,0,1.2,55,7,1.2,2.5,0.6,10,6.9,7.4
3.7,10.0,92,10,0.1,5,10,7,1,1.2,38,5,3.2,1.0,1.8,3,0.9,4.7
6.6,5.0,99,3,0.3,6,6,1,1,1.5,66,15,1.9,2.4,0.1,5,10.0,10.0
6.8,5.9,83,3,1.5,9,1,7,0,0.6,88,18,2.1,2.7,1.1,1,7.7,10.0
6.3,6.1,53,10,0.8,4,5,6,1,1.7,132,9,2.8,1.4,0.6,6,9.0,10.0
7.9,7.2,89,4,0.0,9,8,7,0,0.8,138,8,4.0,1.6,1.2,6,8.5,10.0
6.5,5.3,70,2,1.5,6,7,6,0,1.1,85,17,1.5,0.7,1.9,4,6.7,10.0
7.8,8.3,96,3,0.1,7,9,1,1,1.5,60,5,3.9,1.8,0.7,4,5.2,10.0
4.0,5.9,76,2,0.9,6,6,6,1,1.0,97,19,3.0,1.7,2.0,9,3.8,10.0
0.8,6.7,66,1,0.9,7,3,5,0,0.6,104,20,2.4,0.0,1.9,7,5.9,5.9
4.5,8.8,74,3,1.6,10,10,5,0,0.9,44,20,1.4,1.6,1.7,7,4.8,8.0
2.7,5.2,86,3,0.2,6,10,6,0,0.4,66,12,3.8,2.3,1.1,4,6.2,9.9
1.4,7.4,56,6,1.0,3,9,4,1,1.6,25,17,2.7,1.0,0.4,1,5.3,5.3
3.7,6.1,76,6,0.0,8,3,2,0,0.8,54,15,3.4,0.3,1.1,2,6.1,8.4
4.7,4.7,58,2,0.0,3,10,8,0,0.7,36,13,3.4,2.2,2.3,4,4.3,10.0
4.4,5.9,56,4,1.0,3,9,7,0,1.1,54,12,3.9,0.3,0.8,6,10.5,9.1
8.1,8.8,58,2,1.4,5,9,7,0,0.4,122,6,2.0,0.8,1.2,1,5.9,10.0
4.3,7.0,86,10,0.8,9,1,1,0,1.4,89,20,3.3,1.8,0.0,8,4.1,10.0
1.3,6.1,72,6,0.9,5,4,1,1,0.8,48,13,4.5,1.6,1.3,10,0.7,7.9
2.8,5.1,95,9,0.0,7,10,7,1,0.1,119,9,2.4,1.2,1.4,3,3.6,8.0
9.8,5.1,54,4,1.2,1,6,5,0,0.6,91,20,2.6,1.6,0.6,5,5.4,10.0
7.5,5.0,75,8,2.1,8,5,9,1,1.5,97,20,4.6,0.2,0.4,8,4.9,10.0
4.6,7.1,63,5,2.3,6,7,5,1,0.6,85,14,2.3,0.6,0.7,2,4.9,8.4
5.1,5.4,63,0,0.9,1,2,3,0,1.7,87,12,1.5,1.5,1.4,6,6.1,9.5
4.8,6.9,90,3,0.0,5,3,9,1,0.6,64,11,1.2,3.1,1.1,3,7.3,9.1
3.5,5.1,82,0,1.6,5,2,5,0,1.4,64,11,1.1,2.2,0.5,5,8.1,7.7
8.0,5.6,66,9,0.6,2,3,8,0,1.0,143,18,2.7,1.2,0.0,7,8.8,10.0
7.1,7.9,54,7,1.3,5,1,8,0,0.8,26,12,3.0,2.5,1.9,8,8.5,10.0
5.3,7.6,77,6,0.5,9,10,10,1,2.4,120,15,3.1,2.3,0.1,10,5.5,10.0
0.0,8.1,82,3,1.5,9,7,6,1,1.1,40,16,3.3,2.5,1.0,5,6.5,5.8
7.3,5.7,95,8,0.0,9,2,6,0,0.5,91,16,2.1,0.0,0.9,9,7.7,10.0
1.2,7.2,66,6,2.2,9,10,9,0,1.6,138,18,3.2,0.0,1.1,3,6.4,7.2
3.6,6.9,60,6,0.7,9,8,10,0,2.0,128,6,3.5,1.0,2.0,6,6.0,8.4
2.9,6.0,69,10,2.6,7,10,4,1,1.2,58,5,3.7,0.7,0.3,8,8.5,6.5
5.3,6.0,84,4,1.1,10,5,6,0,0.7,103,17,2.7,2.2,0.8,3,2.6,10.0
1.5,4.3,56,9,0.8,9,8,2,1,0.8,88,20,1.3,2.6,0.0,6,7.1,9.0
7.2,9.1,71,0,0.0,1,7,8,1,1.5,47,16,2.3,1.6,1.5,5,6.6,10.0
3.2,4.7,90,5,0.0,9,3,9,1,1.2,34,15,2.9,1.7,1.2,7,3.7,9.1
3.9,6.2,83,10,0.1,3,3,10,1,0.9,93,5,1.5,1.5,0.4,4,7.4,6.7
7.0,5.1,99,1,0.3,7,4,4,1,0.9,31,9,3.7,0.0,1.4,2,4.1,10.0
8.3,9.5,66,10,0.0,2,10,6,0,0.3,131,11,3.8,2.1,1.5,4,1.4,10.0
6.3,8.2,77,10,1.9,5,10,6,0,0.9,95,5,2.8,1.2,1.3,9,4.7,9.1
6.0,7.6,61,3,1.1,6,6,3,1,1.5,95,20,2.9,0.0,0.6,7,5.0,10.0
3.9,5.0,88,0,2.0,7,9,9,0,1.6,63,14,2.5,2.5,2.3,3,7.6,10.0
6.1,7.0,96,5,1.1,3,5,8,0,0.8,87,8,0.9,1.9,2.2,10,6.8,8.7
4.5,7.2,56,5,2.2,8,6,3,0,0.8,21,9,1.4,1.9,2.4,10,9.4,6.4
2.2,6.3,62,2,0.0,6,2,7,0,0.7,98,18,2.9,1.1,1.1,1,5.1,8.6
4.6,5.8,97,3,2.3,7,8,2,0,2.1,40,20,3.9,1.5,1.2,6,8.4,10.0
5.3,6.6,85,9,2.3,6,1,9,1,1.0,50,6,1.2,0.5,0.6,6,6.7,5.9
5.7,6.7,100,4,2.5,6,7,10,1,0.0,51,9,0.8,1.3,1.3,7,2.9,7.3
7.0,9.7,86,10,1.8,8,8,7,0,1.0,132,18,0.6,1.6,0.7,1,5.8,10.0
2.5,5.5,66,0,0.2,3,6,2,1,1.5,131,18,1.7,3.0,0.2,8,2.9,10.0
4.5,8.9,59,7,0.6,10,5,10,1,1.0,129,10,1.3,1.3,1.5,7,3.2,7.2
4.8,5.1,88,2,0.4,10,5,9,1,1.0,142,16,3.2,1.8,0.9,2,5.4,10.0
4.4,6.1,65,10,0.7,3,2,5,0,1.4,98,6,2.0,0.6,0.1,7,5.6,7.1
6.2,6.5,90,2,0.2,2,9,8,1,0.9,93,13,3.3,4.0,0.0,5,7.6,10.0
3.3,5.8,83,0,0.0,1,6,3,0,1.0,147,16,1.9,0.3,1.9,8,5.4,8.7
5.0,7.4,79,8,0.7,7,7,9,1,0.6,29,9,0.8,0.0,0.6,7,6.6,4.5
7.6,6.5,62,6,0.4,8,1,1,0,1.2,52,13,2.2,1.2,0.7,1,6.6,10.0
7.7,7.5,58,8,0.3,4,2,9,0,0.7,32,8,1.3,1.4,0.7,9,5.3,8.9
3.4,7.5,72,3,1.8,9,8,4,1,1.0,101,14,3.6,1.4,1.5,2,4.0,9.5
5.6,7.0,79,4,0.6,1,6,5,0,0.8,34,10,3.6,1.8,0.0,3,6.2,10.0
4.0,3.4,89,3,0.9,1,5,6,1,0.8,141,13,3.0,2.1,0.7,8,6.6,10.0
4.0,7.6,61,4,0.8,9,9,9,0,0.1,73,18,4.8,2.3,0.0,4,7.2,10.0
9.0,7.0,92,2,0.9,4,1,8,1,1.5,81,14,2.3,2.3,1.5,3,7.4,10.0
3.4,6.7,71,8,0.7,5,1,6,1,0.6,76,19,1.2,1.1,1.0,9,9.4,7.7
2.8,5.4,66,2,1.8,2,4,9,0,1.4,80,16,2.7,1.8,0.9,2,6.7,9.4
8.2,5.1,82,1,0.0,6,3,2,0,0.2,108,15,2.2,1.8,1.0,10,8.3,10.0
7.5,7.3,65,0,1.0,7,6,3,1,0.5,149,17,3.2,1.5,0.6,10,5.5,10.0
9.0,5.1,51,8,0.9,4,10,2,0,1.5,79,7,3.4,0.1,1.2,7,3.8,10.0
6.0,6.7,54,2,0.3,7,10,7,1,1.1,104,13,1.0,1.0,0.0,1,8.2,9.3
8.3,5.5,74,7,2.3,5,3,9,1,1.1,81,20,3.0,1.4,0.8,8,9.9,10.0
4.8,5.4,65,6,0.3,1,4,7,1,1.7,103,17,0.4,0.8,0.4,7,8.0,8.8
1.9,8.6,75,8,0.0,3,4,1,0,0.9,129,8,2.5,1.9,0.1,3,1.6,6.2
6.2,6.0,96,6,1.9,6,4,5,0,1.4,93,6,2.5,0.0,0.6,2,6.7,8.8
4.4,6.4,53,6,0.7,10,1,10,0,1.1,124,14,3.4,0.4,0.9,8,5.7,10.0
6.4,6.1,97,8,2.0,5,7,1,1,0.2,31,8,3.4,1.7,0.2,7,5.2,10.0
2.0,4.7,96,1,0.8,10,9,2,0,0.3,135,9,3.9,1.1,1.5,8,4.8,9.2
8.2,7.2,72,1,0.5,7,4,9,1,0.9,32,5,2.3,3.3,0.0,3,3.1,10.0
5.2,6.6,100,7,0.6,4,2,10,1,1.0,123,16,4.1,1.0,0.7,1,6.0,10.0
3.6,7.3,61,2,1.0,5,4,7,0,1.2,30,11,3.6,1.8,1.3,9,2.7,8.2
6.2,8.1,55,4,2.6,7,8,10,0,1.7,103,14,1.4,3.6,1.6,7,7.3,10.0
2.6,7.6,64,2,2.3,2,5,10,1,0.6,126,13,4.5,0.9,1.8,5,5.2,9.3
2.9,3.0,54,5,2.0,8,4,3,0,1.5,73,19,2.1,0.9,1.0,6,5.7,9.7
7.3,7.6,59,3,2.2,6,5,3,1,1.8,141,18,2.4,1.0,0.6,1,8.5,10.0
3.7,8.1,67,9,0.4,5,8,9,0,0.9,117,17,2.8,1.7,0.6,3,4.2,9.9
6.8,5.9,53,1,2.0,9,4,8,0,1.0,91,6,4.6,1.9,0.8,8,3.1,10.0
5.0,5.7,98,4,2.0,6,1,2,0,0.3,61,5,0.2,3.1,1.4,10,2.4,7.7
4.6,6.1,64,1,0.8,2,10,6,0,1.5,123,11,2.3,0.0,1.0,3,5.8,8.5
1.9,7.7,58,4,1.5,7,9,7,0,1.7,103,11,2.3,0.8,0.2,8,2.8,5.4
4.9,7.4,55,4,2.6,8,7,8,0,0.1,139,16,3.5,0.6,1.0,9,4.9,10.0
6.8,3.4,60,4,0.7,2,8,4,1,1.4,96,18,1.7,3.6,0.3,6,4.7,10.0
3.8,6.4,51,1,1.2,10,6,7,0,0.5,121,14,3.5,2.0,1.1,6,7.1,10.0
1.5,8.0,97,7,1.7,1,8,5,1,0.3,111,15,2.3,2.7,2.0,1,9.7,7.7
6.4,4.6,64,4,1.1,8,6,6,0,0.8,106,17,3.6,0.2,1.5,6,7.9,10.0
3.9,5.8,66,5,1.4,5,5,8,0,0.6,119,15,1.1,0.8,1.8,1,5.8,8.3
5.8,8.5,99,3,2.1,6,6,10,1,0.3,76,20,1.9,0.1,0.3,1,4.5,9.1
8.3,6.7,67,7,1.3,9,6,1,1,1.2,43,8,2.5,2.3,1.8,2,3.5,10.0
4.8,6.3,61,6,1.6,8,7,2,1,0.6,67,11,3.6,1.3,1.4,5,8.4,10.0
4.8,5.3,71,10,2.5,7,10,2,1,1.6,30,16,3.5,2.5,0.6,9,7.1,10.0
6.1,7.2,62,4,1.7,9,5,9,1,1.9,72,12,2.7,1.3,0.7,8,7.8,10.0
2.9,7.9,81,9,1.3,6,1,1,0,0.1,106,7,3.7,0.0,1.1,2,7.1,6.2
3.5,5.1,86,5,2.4,3,8,10,0,1.4,148,19,0.9,3.7,0.7,9,8.4,10.0
7.5,8.2,63,0,1.7,7,1,10,1,0.6,140,14,3.8,2.2,1.5,3,4.1,10.0
4.7,5.2,72,1,2.3,6,4,1,1,1.7,26,13,1.6,0.3,0.7,1,6.3,7.1
2.9,8.7,77,7,1.1,3,8,7,1,0.7,91,5,1.0,1.4,0.2,8,5.9,3.8
3.8,6.6,81,4,0.8,2,6,9,1,0.8,30,7,1.6,1.0,0.5,1,6.2,5.1
5.6,9.2,82,10,2.5,10,4,9,0,0.1,78,9,0.8,1.2,1.5,7,8.3,6.4
9.4,6.7,68,1,2.6,3,8,6,0,1.2,79,16,0.8,1.7,2.0,5,4.9,10.0
4.2,3.9,50,7,1.7,9,4,6,0,1.6,127,14,4.3,2.6,1.7,7,4.4,10.0
8.7,4.3,68,9,1.7,8,8,1,0,0.3,126,16,2.0,3.1,0.5,9,2.4,10.0
2.7,6.4,80,6,0.9,10,3,8,0,1.0,44,8,2.4,0.6,0.8,10,5.3,5.0
4.8,8.1,56,8,1.5,1,1,2,1,1.3,20,17,2.0,0.1,2.5,2,8.5,6.6
3.9,7.6,85,10,0.3,2,1,9,1,0.4,115,12,2.7,1.4,0.8,2,5.7,8.9
5.6,7.3,83,0,1.2,5,10,7,1,1.3,31,16,4.3,2.4,1.5,4,8.5,10.0
5.9,4.8,80,0,0.0,6,3,8,0,1.9,84,6,2.1,2.6,3.0,10,8.4,10.0
6.6,7.6,82,9,0.0,2,1,7,0,1.4,101,8,1.0,3.5,0.3,8,4.4,10.0
4.4,4.3,87,6,0.1,3,3,6,1,1.6,44,19,2.2,0.2,1.7,8,8.4,9.3
5.9,3.9,64,7,0.9,5,5,4,0,1.0,70,20,3.1,2.7,0.9,10,7.5,10.0
6.3,8.2,73,5,0.0,4,10,7,0,0.5,97,7,1.6,1.5,0.7,1,4.8,8.6
3.3,7.2,89,2,1.7,8,9,6,1,0.5,98,18,1.9,1.6,1.2,7,7.5,8.8
8.8,4.3,64,3,1.7,1,10,5,1,1.4,130,19,2.4,2.4,1.2,10,3.9,10.0
5.6,6.0,60,10,1.7,9,4,10,0,1.1,92,7,2.8,1.5,0.3,6,4.8,10.0
7.0,8.0,64,4,0.4,10,10,10,1,1.2,77,6,2.2,1.6,1.9,8,6.5,9.5
7.1,7.4,64,3,1.6,6,1,2,1,0.7,26,20,4.1,2.9,0.0,3,6.3,10.0
2.3,7.5,84,9,0.6,1,9,2,1,0.7,46,6,2.8,2.1,0.0,5,6.8,5.6
4.8,4.6,91,0,0.0,5,10,9,0,1.4,37,10,1.8,2.3,0.7,6,7.2,9.3
5.9,10.0,59,2,0.0,2,10,9,0,1.4,50,20,3.7,0.6,0.7,7,3.6,10.0
5.4,5.0,71,9,2.0,7,2,3,1,1.2,99,10,2.6,1.8,1.9,6,7.8,10.0
5.1,6.4,74,6,0.0,2,5,7,1,1.7,90,17,3.1,0.5,1.3,3,6.9,10.0
4.4,7.0,87,6,1.9,5,7,8,0,0.2,77,13,1.9,0.8,1.6,3,6.7,7.7
8.7,6.5,86,9,0.5,5,4,6,0,1.0,35,6,2.3,1.8,1.0,4,7.9,10.0
5.0,5.5,53,9,1.6,3,5,10,1,0.0,37,8,2.8,1.2,0.5,10,9.2,8.6
3.2,4.8,50,3,1.4,3,1,3,1,1.1,89,7,1.9,2.6,0.9,10,3.8,8.5
2.8,7.5,55,3,1.1,1,5,1,1,0.7,119,20,3.9,0.9,0.5,6,2.8,10.0
5.5,6.4,98,7,1.0,9,7,1,0,1.1,140,13,2.8,0.0,0.7,1,6.5,10.0
3.7,5.7,65,9,0.4,1,6,8,0,0.3,143,6,3.4,1.3,0.0,10,7.3,9.6
7.0,6.3,66,6,0.0,8,6,9,0,0.2,136,12,1.0,1.5,1.2,1,3.8,10.0
6.4,7.7,51,7,0.5,9,2,6,0,0.1,146,20,2.0,3.6,0.7,8,9.7,10.0
4.4,4.6,56,7,2.4,3,1,8,1,0.0,133,7,2.7,0.0,0.7,7,10.4,8.9
1.9,6.2,92,8,0.7,6,5,8,0,0.6,99,14,1.1,1.3,1.2,2,6.1,6.0
6.4,8.9,75,1,0.5,8,5,10,0,0.6,45,15,3.3,2.0,0.4,10,8.1,10.0
3.6,6.7,52,3,1.7,6,3,2,1,0.6,129,12,2.5,1.3,0.8,6,8.9,9.0
6.9,6.4,62,4,1.4,9,1,1,1,1.6,146,9,3.2,0.0,0.0,8,5.8,10.0
6.3,8.0,92,10,0.0,3,9,6,0,1.4,74,19,1.7,2.8,1.3,3,7.2,10.0
6.0,6.2,60,3,0.5,10,7,7,0,2.1,75,5,2.3,0.0,1.3,7,4.2,7.7
3.9,5.8,55,5,0.9,5,8,10,0,0.0,132,11,1.8,0.4,1.2,7,4.5,8.0
4.9,8.8,59,0,2.0,8,3,2,0,0.5,27,6,2.3,2.3,1.9,8,6.8,6.8
6.4,4.7,87,7,0.8,7,8,9,0,1.5,149,9,2.4,1.7,1.2,1,4.8,10.0
10.3,7.3,51,4,2.8,4,10,7,1,0.9,91,14,3.9,2.3,0.0,2,11.0,10.0
5.3,8.0,66,3,1.7,7,6,9,0,1.3,36,9,0.0,1.5,1.1,7,6.1,5.3
3.0,7.6,83,7,0.6,9,5,9,0,1.1,46,7,0.8,2.4,1.3,9,5.2,4.7
4.3,3.2,91,4,0.4,6,4,5,1,1.9,104,20,2.6,1.1,0.9,4,6.5,10.0
3.6,8.5,97,8,1.7,9,1,3,0,0.4,54,5,2.5,2.5,1.3,10,5.4,6.4
4.4,7.5,80,3,0.8,1,6,8,1,0.7,20,10,2.6,2.4,0.7,5,10.0,8.0
4.8,6.7,89,5,1.6,7,4,2,0,1.3,136,6,0.7,0.4,0.4,3,4.3,6.5
7.7,6.0,61,9,2.6,7,7,9,0,0.8,66,7,2.6,3.3,2.6,1,4.2,10.0
7.2,8.1,78,10,0.8,10,6,7,0,0.4,86,9,0.6,3.1,1.3,10,9.3,10.0
4.0,5.5,76,10,0.3,6,2,8,0,1.3,114,11,1.8,0.9,1.9,7,2.7,8.4
3.1,7.2,51,7,0.8,1,9,3,1,1.4,110,13,3.0,1.1,1.1,7,2.4,8.4
5.3,7.6,76,1,1.0,7,3,9,1,0.5,130,10,1.8,0.0,1.0,9,7.2,7.9
1.6,7.6,53,1,0.3,3,9,4,0,0.9,104,10,2.5,2.3,2.0,9,6.2,6.7
6.5,5.9,69,6,1.1,5,4,4,0,0.8,136,13,3.3,0.0,1.0,6,6.2,10.0
8.3,9.4,78,6,2.1,7,1,6,0,1.5,67,19,3.8,2.3,1.5,9,7.1,10.0
2.1,6.3,50,4,2.1,7,6,10,1,1.4,88,16,2.6,1.3,2.2,10,4.2,7.8
5.8,6.1,90,0,0.3,6,3,3,1,1.3,141,11,2.3,1.2,1.6,5,2.8,10.0
1.4,5.9,58,3,2.7,7,2,7,1,0.9,103,6,2.7,2.5,0.3,2,5.5,6.9
1.9,5.9,50,4,1.1,7,8,4,1,1.6,75,13,1.7,0.7,1.1,9,6.5,5.4
5.7,5.2,67,7,1.5,5,6,5,1,1.3,117,17,1.5,3.1,1.0,2,5.9,10.0
5.2,5.7,77,8,2.5,1,8,4,1,1.4,85,15,3.1,2.5,0.3,3,7.1,10.0
5.6,6.5,77,4,0.5,10,9,1,1,1.8,70,11,2.5,0.7,0.0,4,6.9,9.1
3.0,4.7,85,2,1.7,8,10,7,1,0.4,125,18,2.5,0.7,0.7,4,2.9,10.0
8.0,7.2,72,0,1.7,4,6,9,1,1.3,23,18,2.4,0.9,0.9,9,5.0,10.0
4.4,5.1,72,10,1.0,9,9,2,1,1.8,41,18,1.2,0.9,0.4,7,5.5,8.4
3.6,8.7,51,4,1.6,10,10,4,1,1.1,119,7,1.7,0.0,1.9,3,2.5,4.7
3.0,7.1,72,6,2.2,5,2,9,1,1.9,106,10,1.1,1.4,0.0,1,5.0,6.1
3.2,6.9,53,0,0.8,6,4,3,1,0.8,144,19,1.9,2.0,0.4,2,6.5,10.0
6.8,5.9,69,4,0.1,6,8,1,0,0.7,141,8,2.8,0.6,0.5,4,7.7,10.0
3.2,6.8,85,3,0.2,10,9,8,0,0.6,119,20,1.1,2.3,0.9,4,4.5,9.6
8.8,9.5,56,1,0.0,1,9,9,0,2.2,84,9,3.5,0.7,1.7,10,6.6,10.0
4.9,8.7,85,9,0.7,2,8,7,0,1.7,41,18,3.2,0.9,1.4,3,5.2,9.1
6.9,4.2,75,6,0.0,3,8,2,1,1.3,137,8,3.0,0.0,1.1,3,4.8,10.0
4.7,5.9,83,9,0.6,4,7,9,0,1.1,51,5,1.6,3.7,0.0,6,4.9,9.1
9.8,5.0,65,0,0.6,5,2,9,0,1.6,81,8,2.0,2.1,1.6,10,8.1,10.0
4.9,5.0,93,1,1.3,5,3,8,0,1.5,85,7,1.1,1.2,0.8,1,4.1,7.8
1.3,3.2,61,0,0.0,3,7,2,0,0.4,92,8,2.5,2.0,0.0,3,10.3,7.6
3.1,5.0,92,0,0.5,2,1,7,0,1.2,93,9,2.4,2.7,0.7,3,7.2,9.4
8.3,6.1,72,8,1.5,7,4,10,1,1.1,67,8,2.7,2.3,2.1,5,5.0,10.0
2.3,7.1,59,9,0.5,2,6,4,0,1.5,43,15,2.9,2.5,2.0,4,3.0,8.0
5.6,8.9,52,9,1.1,6,9,3,0,1.3,115,12,2.9,1.0,1.1,9,7.4,9.8
3.3,9.3,85,4,0.5,1,9,10,1,1.0,59,5,2.7,3.3,1.5,9,4.5,6.8
0.9,7.4,94,2,1.5,10,1,4,0,0.0,104,11,3.0,2.3,0.0,4,3.4,6.8
5.0,5.3,77,9,1.0,6,6,9,0,1.1,122,15,2.8,0.8,0.9,8,7.3,10.0
4.7,4.9,97,2,2.3,8,6,8,0,1.3,130,13,4.0,2.9,0.3,9,5.3,10.0
7.5,8.0,84,3,0.0,8,1,3,1,1.4,111,12,2.2,0.9,0.7,1,8.5,10.0
4.6,6.8,74,3,1.2,10,8,1,1,1.3,58,18,2.5,1.5,1.3,1,9.8,10.0
1.3,5.4,70,5,0.8,9,3,10,0,0.8,133,6,2.3,2.6,1.6,7,5.8,7.4
0.8,6.0,71,3,0.4,10,7,2,1,1.4,139,18,3.2,0.0,1.5,10,6.3,7.4
4.4,5.6,53,2,0.3,9,9,7,0,0.9,66,12,3.1,2.4,0.7,7,7.7,10.0
8.2,5.4,77,1,1.7,10,5,6,0,1.0,137,14,2.4,2.2,1.3,10,9.3,10.0
2.6,4.5,62,2,0.0,9,4,6,0,1.0,46,14,2.9,0.0,0.7,4,8.0,7.0
3.7,5.6,57,4,0.7,5,1,4,1,0.3,127,20,3.0,2.3,0.6,8,3.8,10.0
4.7,3.6,99,7,1.4,8,8,4,0,1.1,105,5,1.9,1.1,1.2,5,4.8,9.0
7.2,6.2,65,6,1.2,1,2,2,1,1.9,70,19,2.8,0.5,0.7,4,4.5,10.0
6.3,6.5,83,9,2.0,3,7,1,0,1.5,82,17,2.7,1.7,0.6,9,4.1,10.0
2.0,8.1,57,2,0.8,6,8,1,0,1.4,126,19,1.8,2.1,1.6,1,5.6,8.2
9.7,6.6,71,0,0.9,9,9,4,1,0.4,71,13,1.3,1.0,1.5,4,2.4,10.0
3.9,5.7,89,2,1.5,5,9,10,0,0.7,22,8,2.6,2.0,1.4,6,6.8,7.7
8.7,5.8,57,10,0.1,4,8,10,1,2.1,129,18,2.8,2.4,3.0,7,2.6,10.0
3.9,6.8,52,5,0.0,10,6,8,1,1.6,82,16,0.6,1.5,0.0,6,5.2,7.4
0.9,7.1,76,0,1.3,2,8,2,1,0.3,37,19,2.9,3.0,0.3,3,8.3,7.8
3.8,5.8,86,8,1.4,3,1,1,1,0.1,103,20,0.5,2.1,0.2,4,3.0,9.6
9.5,7.5,90,4,0.0,1,3,10,0,0.6,136,18,2.6,0.4,0.8,9,6.0,10.0
3.5,6.5,82,2,2.4,1,2,3,0,0.3,53,17,1.3,2.1,0.6,4,1.6,8.1
5.1,6.6,98,7,1.0,9,7,1,0,0.9,92,11,2.9,1.3,1.2,7,5.4,10.0
